#Data tag : 24v1 , Norm tag: None
365841:8550,04/07/23 17:15:28,52,44,0.000000031,0.000000026
365842:8550,04/07/23 17:35:23,55,48,0.000000030,0.000000026
365843:8550,04/07/23 17:56:41,378,361,0.000000166,0.000000146
365844:8550,04/07/23 20:23:22,752,752,0.000000207,0.000000204
365874:8558,04/09/23 09:00:33,9,0,0.000000008,0
365876:8558,04/09/23 09:04:03,146,146,0.000000111,0.000000109
365880:8559,04/09/23 11:10:10,10,0,0.000000008,0
365881:8559,04/09/23 11:13:54,13,6,0.000000011,0
365882:8559,04/09/23 11:18:53,635,623,0.000000310,0.000000300
365883:8559,04/09/23 15:25:32,14,6,0.000000004,0
365884:8559,04/09/23 15:30:54,51,16,0.000000015,0
365888:8559,04/09/23 15:50:25,18,11,0.000000005,0.000000002
365889:8559,04/09/23 15:57:23,159,159,0.000000042,0.000000042
366403:8637,04/21/23 18:58:03,144,137,0.000029847,0.000027333
366406:8637,04/21/23 19:53:39,34,28,0.000009231,0.000007248
366409:8637,04/21/23 20:06:31,35,28,0.000009509,0.000007184
366410:8637,04/21/23 20:19:48,30,23,0.000008189,0.000005980
366413:8637,04/21/23 20:31:08,56,24,0.000015098,0.000006222
366419:8637,04/21/23 20:52:44,31,25,0.000008659,0.000006572
366422:8637,04/21/23 21:04:35,30,24,0.000008285,0.000006198
366424:8637,04/21/23 21:15:58,29,23,0.000008145,0.000006192
366426:8637,04/21/23 21:27:14,31,24,0.000008771,0.000006632
366427:8637,04/21/23 21:39:09,29,22,0.000008054,0.000005681
366429:8637,04/21/23 21:50:07,38,31,0.000010752,0.000008519
366432:8637,04/21/23 22:04:41,31,25,0.000008676,0.000006643
366433:8637,04/21/23 22:16:40,8,2,0.000002232,0
366434:8637,04/21/23 22:19:37,5,2,0.000001385,0.000000100
366436:8637,04/21/23 22:21:33,45,35,0.000012788,0.000009508
366437:8637,04/21/23 22:38:52,26,20,0.000007272,0.000005269
366438:8637,04/21/23 22:48:55,33,26,0.000009250,0.000007113
366439:8637,04/21/23 23:01:36,37,31,0.000010245,0.000008203
366440:8637,04/21/23 23:15:53,32,26,0.000008695,0.000006713
366441:8637,04/21/23 23:28:14,31,24,0.000008600,0.000006462
366442:8637,04/21/23 23:40:14,442,442,0.000121861,0.000120296
366449:8639,04/22/23 05:35:22,240,236,0.000200312,0.000191451
366450:8639,04/22/23 07:08:32,195,190,0.000188753,0.000167867
366451:8639,04/22/23 08:24:11,1295,1295,0.000925675,0.000875872
366469:8642,04/22/23 22:29:16,1099,1085,0.009311099,0.008055757
366470:8642,04/23/23 05:36:09,103,6,0.000893192,0.000000064
366471:8642,04/23/23 06:16:07,157,157,0.001224021,0.000988114
366494:8644,04/23/23 13:49:23,140,123,0.001011155,0.000672811
366495:8644,04/23/23 14:43:45,386,373,0.004276681,0.003289793
366496:8644,04/23/23 17:13:44,60,52,0.000641624,0.000366580
366497:8644,04/23/23 17:36:55,358,350,0.003319126,0.002822913
366498:8644,04/23/23 19:55:39,128,111,0.001077447,0.000557055
366499:8644,04/23/23 20:45:08,489,470,0.003566371,0.003070871
366500:8644,04/23/23 23:55:00,78,78,0.000449086,0.000399231
366504:8645,04/24/23 02:32:06,1643,1643,0.014504124,0.012891757
366533:8654,04/25/23 03:42:10,165,165,0.001264610,0.001005315
366724:8675,04/27/23 23:50:24,63,30,0.001910276,0.000575907
366727:8675,04/28/23 00:14:39,253,244,0.017194033,0.015421440
366728:8675,04/28/23 01:52:43,92,83,0.003618774,0.002546819
366729:8675,04/28/23 02:28:26,426,419,0.028740629,0.027017284
366793:8685,04/29/23 09:43:19,75,64,0.002306690,0.001581514
366794:8685,04/29/23 10:12:11,143,125,0.007516758,0.006292524
366795:8685,04/29/23 11:07:36,106,97,0.007997339,0.006936142
366797:8685,04/29/23 11:48:34,76,68,0.005777222,0.005007404
366798:8685,04/29/23 12:17:55,136,111,0.009750749,0.007859645
366800:8685,04/29/23 13:10:40,101,94,0.003767608,0.002915641
366801:8685,04/29/23 13:49:49,436,429,0.026312859,0.024097700
366802:8685,04/29/23 16:38:53,35,22,0.001903572,0.001094793
366804:8685,04/29/23 16:52:11,156,156,0.007685549,0.007375855
366820:8686,04/29/23 20:16:33,379,374,0.024427065,0.021794336
366821:8686,04/29/23 22:43:29,975,975,0.057550796,0.053673741
366829:8690,04/30/23 10:56:00,235,216,0.014458894,0.011773899
366832:8690,04/30/23 12:27:18,276,258,0.021570756,0.018059364
366833:8690,04/30/23 14:14:16,630,630,0.034974632,0.032593142
366838:8691,04/30/23 20:24:25,120,114,0.007368459,0.006139881
366839:8691,04/30/23 21:10:53,15,8,0.001156863,0.000333469
366840:8691,04/30/23 21:16:27,191,184,0.014991436,0.011906859
366841:8691,04/30/23 22:30:41,270,269,0.018357302,0.016438496
366850:8692,05/01/23 03:02:13,164,155,0.009618797,0.008656006
366873:8695,05/01/23 13:19:49,379,353,0.056981230,0.048417700
366874:8695,05/01/23 15:46:51,587,567,0.088418519,0.082292733
366876:8695,05/01/23 19:34:53,268,268,0.031795060,0.030986248
366891:8696,05/02/23 00:15:20,238,234,0.034720949,0.029364727
366892:8696,05/02/23 01:47:45,12,8,0.002221194,0.000002018
366893:8696,05/02/23 01:52:21,26,11,0.004758321,0.000001050
366895:8696,05/02/23 02:02:15,1498,1498,0.196147853,0.188213570
366933:8701,05/03/23 02:55:37,1208,1208,0.203889012,0.190697824
367062:8723,05/05/23 13:38:14,33,26,0.001530794,0.000575202
367063:8723,05/05/23 13:50:58,21,15,0.001070794,0.000638263
367064:8723,05/05/23 13:58:54,490,485,0.036724032,0.031742715
367065:8723,05/05/23 17:09:08,271,271,0.018615532,0.016766539
367070:8724,05/05/23 22:58:17,379,372,0.063660143,0.051568787
367071:8724,05/06/23 01:25:13,41,34,0.008118332,0.004865677
367072:8724,05/06/23 01:40:55,89,75,0.016782618,0.011942502
367079:8725,05/06/23 05:51:04,721,721,0.129513643,0.120329914
367094:8728,05/06/23 13:22:21,18,0,0.002527305,0
367095:8728,05/06/23 13:29:02,602,578,0.116447889,0.109719820
367100:8729,05/06/23 20:08:58,354,347,0.071014530,0.065288522
367101:8729,05/06/23 22:26:25,7,1,0.001518058,0.000003251
367102:8729,05/06/23 22:28:48,86,75,0.018718668,0.015104964
367103:8729,05/06/23 23:02:02,76,65,0.016619566,0.012835598
367104:8729,05/06/23 23:31:30,1086,1086,0.191073558,0.183179606
367111:8730,05/07/23 09:23:37,299,290,0.057857363,0.051722164
367112:8730,05/07/23 11:19:36,1446,1446,0.255769976,0.244262551
367127:8731,05/07/23 22:42:10,341,334,0.101621123,0.092375477
367128:8731,05/08/23 00:54:20,20,15,0.006866116,0.003367549
367129:8731,05/08/23 01:01:54,10,6,0.003359917,0.001075579
367130:8731,05/08/23 01:05:47,172,167,0.049418138,0.043607956
367131:8731,05/08/23 02:12:34,152,149,0.040351689,0.037709424
367132:8731,05/08/23 03:11:22,4,1,0.001192987,0.000020405
367133:8731,05/08/23 03:12:46,360,333,0.092429461,0.079297547
367134:8731,05/08/23 05:32:16,113,113,0.012880272,0.012363341
367228:8736,05/08/23 23:45:49,258,253,0.064211582,0.057308733
367229:8736,05/09/23 01:25:47,50,45,0.016958241,0.013102935
367230:8736,05/09/23 01:44:57,10,4,0.003357339,0.000391684
367231:8736,05/09/23 01:48:31,29,22,0.009911663,0.006859231
367232:8736,05/09/23 01:59:29,1000,996,0.322105829,0.307248611
367233:8736,05/09/23 08:27:56,14,3,0.003947751,0
367234:8736,05/09/23 08:33:08,513,513,0.132308076,0.127388076
367260:8738,05/09/23 18:06:01,207,202,0.058273745,0.049934117
367261:8738,05/09/23 19:26:07,16,10,0.005436496,0.000004798
367262:8738,05/09/23 19:32:02,280,272,0.095521993,0.085361312
367263:8738,05/09/23 21:20:29,28,21,0.009415959,0.004219759
367264:8738,05/09/23 21:31:14,857,857,0.230023414,0.218941256
367267:8739,05/10/23 05:36:43,288,280,0.068970093,0.061814311
367268:8739,05/10/23 07:28:21,14,5,0.004739899,0.000000561
367269:8739,05/10/23 07:33:29,40,33,0.013639919,0.009455872
367270:8739,05/10/23 07:48:56,977,962,0.290473991,0.271879474
367271:8739,05/10/23 14:08:10,143,143,0.031614457,0.030129055
367312:8741,05/10/23 21:23:09,237,219,0.051445850,0.042727703
367314:8741,05/10/23 22:55:00,43,36,0.014871510,0.008783821
367315:8741,05/10/23 23:11:42,909,904,0.255603617,0.244640365
367334:8746,05/11/23 11:40:12,311,300,0.095996455,0.084137598
367336:8746,05/11/23 13:40:58,177,169,0.068720947,0.062578974
367337:8746,05/11/23 14:49:42,1067,1067,0.300365569,0.288801853
367355:8750,05/12/23 03:29:48,15,11,0.001485672,0.001234566
367406:8754,05/12/23 16:37:47,488,482,0.185123523,0.168209990
367413:8754,05/12/23 19:47:14,1403,1367,0.464232869,0.430200990
367415:8754,05/13/23 04:52:02,126,120,0.028895746,0.026675718
367416:8754,05/13/23 05:40:55,64,64,0.013494527,0.012700863
367475:8771,05/14/23 12:32:46,584,580,0.238808405,0.216935108
367476:8771,05/14/23 16:19:39,10,5,0.004324977,0.000006112
367477:8771,05/14/23 16:23:22,1309,1309,0.404425942,0.388537387
367515:8773,05/15/23 07:37:44,646,626,0.256694841,0.229909711
367516:8773,05/15/23 11:48:44,1244,1244,0.429590127,0.405674675
367552:8775,05/16/23 00:20:49,18,13,0.002256393,0.001257438
367553:8775,05/16/23 00:27:38,650,645,0.272987237,0.256332655
367554:8775,05/16/23 04:39:53,316,316,0.127776372,0.120971132
367589:8778,05/16/23 14:46:05,778,730,0.000385889,0.000341324
367591:8778,05/16/23 19:48:01,43,37,0.000034212,0.000027601
367592:8778,05/16/23 20:04:42,22,17,0.000017319,0.000010853
367593:8778,05/16/23 20:13:15,101,101,0.000072580,0.000070257
367615:8782,05/17/23 04:48:47,477,472,0.189158044,0.173723861
367616:8782,05/17/23 07:54:08,11,7,0.004898731,0.000005970
367617:8782,05/17/23 07:58:07,17,11,0.007481739,0.000022682
367618:8782,05/17/23 08:04:33,349,341,0.149728948,0.134385389
367619:8782,05/17/23 10:19:47,585,585,0.188356854,0.181402755
367661:8784,05/18/23 00:24:20,324,318,0.119108079,0.108587027
367662:8784,05/18/23 02:29:53,23,19,0.010273759,0.007576427
367663:8784,05/18/23 02:38:47,24,5,0.010578579,0.000554825
367664:8784,05/18/23 02:47:59,9,3,0.003949864,0.000000285
367665:8784,05/18/23 02:51:18,280,271,0.125148557,0.112140630
367666:8784,05/18/23 04:39:54,107,107,0.038798042,0.034233289
367691:8786,05/18/23 14:44:56,178,170,0.057038890,0.044267989
367692:8786,05/18/23 15:53:44,14,5,0.006315990,0.000000446
367693:8786,05/18/23 15:58:59,47,35,0.021114090,0.014220885
367694:8786,05/18/23 16:17:01,29,24,0.013285385,0.000001190
367695:8786,05/18/23 16:28:11,9,2,0.004075177,0.000066684
367696:8786,05/18/23 16:31:37,1929,1921,0.667134389,0.631542802
367697:8786,05/19/23 05:01:02,36,17,0.007985781,0.001086974
367699:8786,05/19/23 05:14:55,159,159,0.030973533,0.029997586
367730:8794,05/19/23 19:39:55,531,531,0.207816878,0.193560510
367742:8796,05/20/23 05:15:54,416,416,0.161120510,0.153542815
367758:8804,05/21/23 05:46:52,722,722,0.290888604,0.276283381
367770:8807,05/21/23 16:39:17,157,153,0.049440679,0.044385654
367771:8807,05/21/23 17:40:13,96,91,0.045503570,0.040465834
367772:8807,05/21/23 18:17:11,11,11,0.003139350,0.002516417
367789:8811,05/22/23 04:54:28,5,0,0.001311302,0
367790:8811,05/22/23 04:56:12,180,170,0.053494481,0.049859458
367831:8816,05/22/23 19:57:53,468,460,0.193782217,0.183564069
367836:8817,05/23/23 02:05:48,546,543,0.234816192,0.221326712
367837:8817,05/23/23 05:37:53,7,2,0.003278033,0.000008150
367838:8817,05/23/23 05:40:32,803,793,0.342261377,0.322408125
367840:8817,05/23/23 10:52:14,617,617,0.183059472,0.175403214
367881:8821,05/24/23 01:37:24,150,142,0.054591534,0.047631096
367882:8821,05/24/23 02:35:26,14,5,0.006772967,0.000000066
367883:8821,05/24/23 02:40:40,1059,1050,0.498069063,0.468207977
367884:8821,05/24/23 09:31:57,1021,1021,0.326906470,0.314669326
367902:8822,05/24/23 19:32:12,242,234,0.095656875,0.085940687
367903:8822,05/24/23 21:06:14,5,2,0.002410380,0.000007817
367904:8822,05/24/23 21:07:59,112,103,0.053738318,0.044545044
367905:8822,05/24/23 21:51:10,63,49,0.030203705,0.021281962
367906:8822,05/24/23 22:15:19,351,344,0.168390975,0.150785571
367907:8822,05/25/23 00:31:40,127,120,0.060605957,0.050939528
367908:8822,05/25/23 01:20:49,361,358,0.153760718,0.142974156
367909:8822,05/25/23 03:41:03,9,2,0.003440185,0.000005600
367910:8822,05/25/23 03:44:16,610,610,0.196846682,0.190078657
368223:8850,05/30/23 19:28:11,449,445,0.050671927,0.042993611
368224:8850,05/30/23 22:22:23,64,64,0.007413347,0.006794382
368229:8853,05/31/23 02:14:32,531,531,0.096962094,0.092105301
368318:8858,06/01/23 15:07:09,290,285,0.069107205,0.063725636
368320:8858,06/01/23 16:59:31,289,286,0.082081395,0.077854554
368321:8858,06/01/23 18:51:29,347,344,0.084062723,0.079976788
368331:8860,06/02/23 00:03:54,44,40,0.005733261,0.004328580
368332:8860,06/02/23 00:20:52,20,17,0.003489463,0.002403602
368333:8860,06/02/23 00:28:24,28,25,0.005565545,0.004088555
368334:8860,06/02/23 00:39:13,22,7,0.004717260,0.000859776
368336:8860,06/02/23 00:47:25,222,214,0.072290164,0.057624194
368337:8860,06/02/23 02:13:36,24,17,0.008430144,0.000000734
368338:8860,06/02/23 02:22:40,18,9,0.006391288,0.000000212
368339:8860,06/02/23 02:29:19,14,5,0.004932034,0.000063456
368340:8860,06/02/23 02:34:41,20,16,0.006937475,0.000087438
368341:8860,06/02/23 02:42:23,39,33,0.013205936,0.010344235
368343:8860,06/02/23 02:57:27,1140,1140,0.284037969,0.271448318
368382:8863,06/02/23 18:02:12,774,768,0.225534376,0.212039320
368383:8863,06/02/23 23:02:55,33,26,0.009178917,0.006490734
368384:8863,06/02/23 23:15:41,58,56,0.012018323,0.011346141
368388:8865,06/03/23 02:21:23,1440,1436,0.379179375,0.360341285
368389:8865,06/03/23 11:40:44,203,203,0.036655955,0.035232606
368400:8866,06/03/23 14:49:45,241,241,0.068805278,0.064786219
368410:8870,06/04/23 01:48:27,1471,1467,0.445518697,0.422381869
368411:8870,06/04/23 11:19:54,14,7,0.003094823,0.001341564
368412:8870,06/04/23 11:25:10,104,104,0.020273176,0.019221933
368423:8872,06/04/23 16:13:56,476,476,0.200156507,0.190612260
368429:8873,06/04/23 21:23:36,37,0,0.006924157,0
368437:8873,06/04/23 21:37:45,37,6,0.010564358,0.001317158
368440:8873,06/04/23 21:51:48,358,352,0.163498944,0.143734249
368442:8873,06/05/23 00:10:52,5,3,0.002396033,0.000005825
368443:8873,06/05/23 00:12:48,170,73,0.078985586,0.033378638
368451:8873,06/05/23 01:18:33,154,145,0.065462180,0.056568322
368452:8873,06/05/23 02:18:16,12,3,0.004833587,0.000172130
368453:8873,06/05/23 02:22:37,11,6,0.004407001,0.000299523
368454:8873,06/05/23 02:26:44,1174,1174,0.343823906,0.329785312
368489:8877,06/05/23 15:05:43,1033,1033,0.396165952,0.378138689
368542:8880,06/06/23 05:47:15,40,30,0.006854468,0.004120428
368546:8880,06/06/23 06:02:46,666,659,0.298643420,0.275630545
368547:8880,06/06/23 10:21:17,723,702,0.261777583,0.234765841
368548:8880,06/06/23 15:02:12,1052,1052,0.248548342,0.239307121
368565:8882,06/07/23 00:34:56,8,0,0.001156881,0
368566:8882,06/07/23 00:37:56,1201,1195,0.503582538,0.473338414
368567:8882,06/07/23 08:24:22,442,442,0.131455326,0.125692728
368609:8885,06/08/23 02:28:01,1029,1023,0.430958317,0.409059545
368610:8885,06/08/23 09:07:44,6,2,0.002125094,0.000005304
368611:8885,06/08/23 09:09:42,415,410,0.131544619,0.124995240
368612:8885,06/08/23 11:50:55,13,7,0.003671053,0.001764319
368613:8885,06/08/23 11:55:55,268,268,0.070463535,0.067854895
368636:8887,06/08/23 23:30:58,772,772,0.324195448,0.309407465
368669:8891,06/09/23 15:09:54,377,371,0.166343745,0.155316705
368670:8891,06/09/23 17:36:20,315,308,0.146130263,0.113227163
368671:8891,06/09/23 19:38:43,4,1,0.001779383,0.000010221
368672:8891,06/09/23 19:40:15,937,933,0.319327876,0.304972978
368673:8891,06/10/23 01:44:02,118,11,0.029988131,0.002483570
368674:8891,06/10/23 02:29:40,17,11,0.004207179,0.002365346
368675:8891,06/10/23 02:36:10,57,50,0.013785882,0.010873043
368676:8891,06/10/23 02:58:19,165,156,0.037932881,0.034459004
368678:8891,06/10/23 04:02:10,174,174,0.037138291,0.035769614
368684:8894,06/10/23 09:12:44,106,97,0.030465750,0.023899320
368685:8894,06/10/23 09:53:33,1507,1488,0.574679395,0.550740849
368723:8895,06/11/23 02:03:05,154,148,0.048175146,0.041720023
368724:8895,06/11/23 03:02:34,1216,1216,0.512457286,0.487173843
368746:8896,06/11/23 13:26:12,57,41,0.013964527,0.008289775
368748:8896,06/11/23 13:47:59,12,6,0.004140994,0.000000344
368749:8896,06/11/23 13:52:39,178,170,0.079767043,0.070478193
368750:8896,06/11/23 15:01:45,6,2,0.002775693,0.000000074
368751:8896,06/11/23 15:03:49,10,3,0.004609908,0.000037308
368752:8896,06/11/23 15:07:26,8,3,0.003668749,0.000000493
368753:8896,06/11/23 15:10:11,998,998,0.420538944,0.400431204
368762:8896,06/12/23 00:37:37,206,196,0.077587259,0.067530373
368763:8896,06/12/23 01:57:18,12,4,0.005595843,0.000039567
368764:8896,06/12/23 02:01:59,15,4,0.006938459,0.000721425
368765:8896,06/12/23 02:07:46,1400,1391,0.545509286,0.523313029
368822:8901,06/13/23 04:27:34,954,949,0.407740373,0.385637481
368823:8901,06/13/23 10:38:01,61,61,0.024113228,0.020641338
369794:8997,06/28/23 12:30:57,934,926,0.000209429,0.000204054
369795:8997,06/28/23 18:33:36,76,30,0.000013920,0.000003075
369797:8997,06/28/23 19:03:07,54,47,0.000003654,0.000003587
369802:8999,06/28/23 22:17:48,3717,3717,0.000489015,0.000479893
369867:9007,06/30/23 13:16:10,37,25,0.000568580,0.000347865
369869:9007,06/30/23 13:30:21,439,430,0.006313077,0.006146036
369870:9007,06/30/23 16:20:33,290,278,0.007588269,0.007143610
369872:9007,06/30/23 18:13:06,419,412,0.008996322,0.008588076
369873:9007,06/30/23 20:55:45,198,198,0.005667936,0.005466897
369901:9014,07/01/23 09:14:34,4,4,0,0
369927:9016,07/01/23 14:26:27,350,350,0.003316186,0.003247845
369937:9017,07/01/23 18:44:46,132,125,0.006574421,0.005911601
369938:9017,07/01/23 19:36:04,185,162,0.014272315,0.011627617
369941:9017,07/01/23 20:47:41,12,4,0.000920962,0.000000113
369942:9017,07/01/23 20:52:00,103,94,0.008063424,0.007201340
369943:9017,07/01/23 21:31:57,392,392,0.030030936,0.029267670
369956:9019,07/02/23 05:23:16,1050,1050,0.089243915,0.086787346
369978:9022,07/02/23 18:21:04,793,793,0.172197247,0.165447460
369994:9023,07/03/23 01:59:00,83,63,0.013933028,0.009190531
369998:9023,07/03/23 02:31:01,185,179,0.061404162,0.054522992
369999:9023,07/03/23 03:42:38,48,41,0.018854820,0.014570408
370000:9023,07/03/23 04:01:16,238,238,0.065387517,0.063252990
370091:9029,07/04/23 01:30:01,53,43,0.012982141,0.009577181
370092:9029,07/04/23 01:50:17,6,3,0.001456362,0.000091226
370093:9029,07/04/23 01:52:21,461,450,0.162576502,0.150552240
370094:9029,07/04/23 04:51:18,8,3,0.003586106,0.000008183
370095:9029,07/04/23 04:54:19,353,347,0.102424039,0.096273936
370096:9029,07/04/23 07:11:10,9,3,0.003695188,0.000783043
370097:9029,07/04/23 07:14:28,374,356,0.141034356,0.127556894
370100:9029,07/04/23 09:39:36,10,3,0.003369434,0.000000679
370101:9029,07/04/23 09:43:25,13,5,0.004341317,0.000000283
370102:9029,07/04/23 09:48:17,767,765,0.211459000,0.203013152
370129:9031,07/04/23 18:56:34,681,572,0.290008365,0.227143722
370141:9031,07/04/23 23:21:04,12,9,0.005196063,0.000000005
370142:9031,07/04/23 23:25:42,15,8,0.006439460,0.000000007
370143:9031,07/04/23 23:31:13,13,4,0.005540359,0
370144:9031,07/04/23 23:36:05,1337,1335,0.402484000,0.387652855
370169:9035,07/05/23 13:03:53,1429,1421,0.569346800,0.523893514
370170:9035,07/05/23 22:18:52,24,16,0.007140163,0
370171:9035,07/05/23 22:28:03,102,45,0.029547616,0.000001963
370172:9035,07/05/23 23:07:28,309,309,0.081096830,0.076114199
370175:9036,07/06/23 03:17:46,1804,1747,0.727881283,0.677881038
370186:9036,07/06/23 14:58:38,12,5,0.003377180,0.000000058
370187:9036,07/06/23 15:03:14,9,5,0.002525310,0.000023798
370188:9036,07/06/23 15:06:29,11,8,0.003076791,0.000006634
370189:9036,07/06/23 15:10:44,5,2,0.001391568,0.000000053
370190:9036,07/06/23 15:12:37,10,3,0.002747198,0.000008077
370192:9036,07/06/23 15:16:21,30,7,0.008166659,0.000165057
370195:9036,07/06/23 15:27:40,15,7,0.004050653,0.000000089
370196:9036,07/06/23 15:33:15,98,90,0.025883984,0.020603659
370197:9036,07/06/23 16:11:18,6,6,0.001528042,0.001382266
370293:9043,07/07/23 13:09:05,1590,1582,0.678141370,0.643208577
370294:9043,07/07/23 23:26:42,682,682,0.183299076,0.176324936
370299:9044,07/08/23 06:06:47,5,0,0.001469484,0
370300:9044,07/08/23 06:08:22,1028,993,0.466365372,0.422678603
370302:9044,07/08/23 12:47:36,8,3,0.003285360,0.000006194
370304:9044,07/08/23 12:50:38,344,328,0.130016066,0.118142842
370307:9044,07/08/23 15:04:05,716,716,0.209977385,0.202299535
370321:9045,07/08/23 21:40:44,103,20,0.030989710,0.001920458
370332:9045,07/08/23 22:20:38,1979,1979,0.723408912,0.688020689
370340:9046,07/09/23 12:56:49,769,769,0.343557217,0.325268543
370354:9049,07/09/23 21:08:00,395,388,0.170607124,0.149540140
370355:9049,07/09/23 23:41:15,125,92,0.059798139,0.040973912
370357:9049,07/10/23 00:29:47,857,857,0.327883296,0.314758248
370406:9050,07/10/23 14:29:05,841,834,0.368916082,0.345666238
370436:9050,07/10/23 19:55:30,32,32,0.011059095,0.010260135
370460:9055,07/11/23 05:19:32,122,118,0.033826873,0.032512771
370471:9056,07/11/23 09:20:10,6,0,0.000992328,0
370472:9056,07/11/23 09:22:18,44,44,0.009670953,0.009409725
370496:9057,07/11/23 11:37:53,2,0,0.000345018,0
370497:9057,07/11/23 11:38:34,1439,1439,0.593544224,0.565302521
370522:9059,07/12/23 01:55:07,335,331,0.136531009,0.130118873
370560:9062,07/12/23 14:36:48,354,354,0.149755606,0.143080760
370579:9063,07/12/23 19:38:53,99,93,0.030030550,0.024206343
370580:9063,07/12/23 20:17:16,2984,2875,0.955321495,0.893128659
370664:9066,07/14/23 09:40:22,55,47,0.013468309,0.009767964
370665:9066,07/14/23 10:01:37,14,6,0.004076430,0.001577619
370666:9066,07/14/23 10:06:52,10,3,0.003084521,0.000015129
370667:9066,07/14/23 10:10:37,115,115,0.039880363,0.037051452
370717:9067,07/15/23 03:10:11,133,133,0.037554603,0.035883563
370725:9068,07/15/23 07:13:30,427,427,0.178777028,0.168047186
370749:9070,07/15/23 19:20:26,1503,1496,0.645671050,0.611260153
370750:9070,07/16/23 05:04:10,9,4,0.002953470,0.000001698
370751:9070,07/16/23 05:07:34,13,8,0.004232757,0.000001564
370752:9070,07/16/23 05:12:26,17,10,0.005507424,0.000003630
370753:9070,07/16/23 05:18:43,251,251,0.075595550,0.072910299
370772:9072,07/16/23 09:58:52,1258,1247,0.570117632,0.536653613
370774:9072,07/16/23 18:07:34,165,159,0.061470801,0.054596983
370775:9072,07/16/23 19:11:41,175,168,0.059308786,0.052914545
370776:9072,07/16/23 20:19:32,334,334,0.098758424,0.094655086
370790:9073,07/17/23 00:50:23,32,32,0.003996582,0.003186450
#Summary:
#nfill,nrun,nls,ncms,totdelivered(/fb),totrecorded(/fb)
#260,1073,290870,282195,73.407149435,67.375060038
